obs_date,USARGDP,USAConsConf,USAAutoSales,USANewHomeSales,USAExistHomeSales,USAPendHomeSales,USANAHB,USATotEmp,USAPMIManuf,USAPMIServices,USAPMIChicago,USAPhilFed,USAEmpStateManuf,USATippEconOpt,USAIndProd,USAHomeStarts,USAHomePermits,USAConstExpend,USANewOrdersManufxTrans,USADurGoods,USADurGoodsxTrans,USAInitClaims,USARetSales
1/1/1956,2770,NA,NA,NA,NA,NA,NA,63753,60.2,NA,NA,NA,NA,NA,22.2001,NA,NA,NA,NA,NA,NA,NA,NA
2/1/1956,2770,NA,NA,NA,NA,NA,NA,63518,58.2,NA,NA,NA,NA,NA,22.0054,NA,NA,NA,NA,NA,NA,NA,NA
3/1/1956,2770,NA,NA,NA,NA,NA,NA,63411,57.2,NA,NA,NA,NA,NA,22.0054,NA,NA,NA,NA,NA,NA,NA,NA
4/1/1956,2792.9,NA,NA,NA,NA,NA,NA,63614,55.9,NA,NA,NA,NA,NA,22.1723,NA,NA,NA,NA,NA,NA,NA,NA
5/1/1956,2792.9,NA,NA,NA,NA,NA,NA,63861,51.2,NA,NA,NA,NA,NA,21.9776,NA,NA,NA,NA,NA,NA,NA,NA
6/1/1956,2792.9,NA,NA,NA,NA,NA,NA,63820,47.7,NA,NA,NA,NA,NA,21.7828,NA,NA,NA,NA,NA,NA,NA,NA
7/1/1956,2790.6,NA,NA,NA,NA,NA,NA,63800,44.2,NA,NA,NA,NA,NA,21.1151,NA,NA,NA,NA,NA,NA,NA,NA
8/1/1956,2790.6,NA,NA,NA,NA,NA,NA,63972,51.5,NA,NA,NA,NA,NA,21.9775,NA,NA,NA,NA,NA,NA,NA,NA
9/1/1956,2790.6,NA,NA,NA,NA,NA,NA,64079,55.5,NA,NA,NA,NA,NA,22.4783,NA,NA,NA,NA,NA,NA,NA,NA
10/1/1956,2836.2,NA,NA,NA,NA,NA,NA,63975,52.7,NA,NA,NA,NA,NA,22.673,NA,NA,NA,NA,NA,NA,NA,NA
11/1/1956,2836.2,NA,NA,NA,NA,NA,NA,63796,55,NA,NA,NA,NA,NA,22.4783,NA,NA,NA,NA,NA,NA,NA,NA
12/1/1956,2836.2,NA,NA,NA,NA,NA,NA,63910,52.7,NA,NA,NA,NA,NA,22.8121,NA,NA,NA,NA,NA,NA,NA,NA
1/1/1957,2854.5,NA,NA,NA,NA,NA,NA,63632,53.6,NA,NA,NA,NA,NA,22.7287,NA,NA,NA,NA,NA,NA,NA,NA
2/1/1957,2854.5,NA,NA,NA,NA,NA,NA,64257,51,NA,NA,NA,NA,NA,22.9513,NA,NA,NA,NA,NA,NA,NA,NA
3/1/1957,2854.5,NA,NA,NA,NA,NA,NA,64404,47.5,NA,NA,NA,NA,NA,22.9234,NA,NA,NA,NA,NA,NA,NA,NA
4/1/1957,2848.2,NA,NA,NA,NA,NA,NA,64047,43.1,NA,NA,NA,NA,NA,22.6174,NA,NA,NA,NA,NA,NA,NA,NA
5/1/1957,2848.2,NA,NA,NA,NA,NA,NA,63985,43.4,NA,NA,NA,NA,NA,22.5339,NA,NA,NA,NA,NA,NA,NA,NA
6/1/1957,2848.2,NA,NA,NA,NA,NA,NA,64196,45.9,NA,NA,NA,NA,NA,22.5896,NA,NA,NA,NA,NA,NA,NA,NA
7/1/1957,2875.9,NA,NA,NA,NA,NA,NA,64540,45.7,NA,NA,NA,NA,NA,22.7287,NA,NA,NA,NA,NA,NA,NA,NA
8/1/1957,2875.9,NA,NA,NA,NA,NA,NA,63959,45.3,NA,NA,NA,NA,NA,22.7287,NA,NA,NA,NA,NA,NA,NA,NA
9/1/1957,2875.9,NA,NA,NA,NA,NA,NA,64121,45.8,NA,NA,NA,NA,NA,22.534,NA,NA,NA,NA,NA,NA,NA,NA
10/1/1957,2846.4,NA,NA,NA,NA,NA,NA,64046,41.1,NA,NA,NA,NA,NA,22.2001,NA,NA,NA,NA,NA,NA,NA,NA
11/1/1957,2846.4,NA,NA,NA,NA,NA,NA,63669,40.4,NA,NA,NA,NA,NA,21.6715,NA,NA,NA,NA,NA,NA,NA,NA
12/1/1957,2846.4,NA,NA,NA,NA,NA,NA,63922,36.8,NA,NA,NA,NA,NA,21.2542,NA,NA,NA,NA,NA,NA,NA,NA
1/1/1958,2772.7,NA,NA,NA,NA,NA,NA,63220,33.4,NA,NA,NA,NA,NA,20.8648,NA,NA,NA,NA,NA,NA,NA,NA
2/1/1958,2772.7,NA,NA,NA,NA,NA,NA,62898,37.2,NA,NA,NA,NA,NA,20.4197,NA,NA,NA,NA,NA,NA,NA,NA
3/1/1958,2772.7,NA,NA,NA,NA,NA,NA,62731,39.8,NA,NA,NA,NA,NA,20.1693,NA,NA,NA,NA,NA,NA,NA,NA
4/1/1958,2790.9,NA,NA,NA,NA,NA,NA,62631,39.1,NA,NA,NA,NA,NA,19.8354,NA,NA,NA,NA,NA,NA,NA,NA
5/1/1958,2790.9,NA,NA,NA,NA,NA,NA,62874,46.6,NA,NA,NA,NA,NA,20.0302,NA,NA,NA,NA,NA,NA,NA,NA
6/1/1958,2790.9,NA,NA,NA,NA,NA,NA,62730,51.4,NA,NA,NA,NA,NA,20.5588,NA,NA,NA,NA,NA,NA,NA,NA
7/1/1958,2855.5,NA,NA,NA,NA,NA,NA,62745,54.7,NA,NA,NA,NA,NA,20.8648,NA,NA,NA,NA,NA,NA,NA,NA
8/1/1958,2855.5,NA,NA,NA,NA,NA,NA,63012,57.3,NA,NA,NA,NA,NA,21.2821,NA,NA,NA,NA,NA,NA,NA,NA
9/1/1958,2855.5,NA,NA,NA,NA,NA,NA,63181,59.8,NA,NA,NA,NA,NA,21.4768,NA,NA,NA,NA,NA,NA,NA,NA
10/1/1958,2922.3,NA,NA,NA,NA,NA,NA,63475,62.3,NA,NA,NA,NA,NA,21.7272,NA,NA,NA,NA,NA,NA,NA,NA
11/1/1958,2922.3,NA,NA,NA,NA,NA,NA,63470,62.7,NA,NA,NA,NA,NA,22.367,NA,NA,NA,NA,NA,NA,NA,NA
12/1/1958,2922.3,NA,NA,NA,NA,NA,NA,63549,60.5,NA,NA,NA,NA,NA,22.3949,NA,NA,NA,NA,NA,NA,NA,NA
1/1/1959,2976.6,NA,NA,NA,NA,NA,NA,63868,64.4,NA,NA,NA,NA,NA,22.7287,1657,NA,NA,NA,NA,NA,NA,NA
2/1/1959,2976.6,NA,NA,NA,NA,NA,NA,63684,66.9,NA,NA,NA,NA,NA,23.1738,1667,NA,NA,NA,NA,NA,NA,NA
3/1/1959,2976.6,NA,NA,NA,NA,NA,NA,64267,67.1,NA,NA,NA,NA,NA,23.5076,1620,NA,NA,NA,NA,NA,NA,NA
4/1/1959,3049,NA,NA,NA,NA,NA,NA,64768,66.9,NA,NA,NA,NA,NA,24.0084,1590,NA,NA,NA,NA,NA,NA,NA
5/1/1959,3049,NA,NA,NA,NA,NA,NA,64699,68.2,NA,NA,NA,NA,NA,24.3701,1498,NA,NA,NA,NA,NA,NA,NA
6/1/1959,3049,NA,NA,NA,NA,NA,NA,64849,64.4,NA,NA,NA,NA,NA,24.3979,1503,NA,NA,NA,NA,NA,NA,NA
7/1/1959,3043.1,NA,NA,NA,NA,NA,NA,65011,61.5,NA,NA,NA,NA,NA,23.8136,1547,NA,NA,NA,NA,NA,NA,NA
8/1/1959,3043.1,NA,NA,NA,NA,NA,NA,64844,55.1,NA,NA,NA,NA,NA,23.0069,1430,NA,NA,NA,NA,NA,NA,NA
9/1/1959,3043.1,NA,NA,NA,NA,NA,NA,64770,48.3,NA,NA,NA,NA,NA,22.9791,1540,NA,NA,NA,NA,NA,NA,NA
10/1/1959,3055.1,NA,NA,NA,NA,NA,NA,64911,49.7,NA,NA,NA,NA,NA,22.8122,1355,NA,NA,NA,NA,NA,NA,NA
11/1/1959,3055.1,NA,NA,NA,NA,NA,NA,64530,50.6,NA,NA,NA,NA,NA,22.9513,1416,NA,NA,NA,NA,NA,NA,NA
12/1/1959,3055.1,NA,NA,NA,NA,NA,NA,65341,58.2,NA,NA,NA,NA,NA,24.37,1601,NA,NA,NA,NA,NA,NA,NA
1/1/1960,3123.2,NA,NA,NA,NA,NA,NA,65347,61.5,NA,NA,NA,NA,NA,25.0099,1460,1092,NA,NA,NA,NA,NA,NA
2/1/1960,3123.2,NA,NA,NA,NA,NA,NA,65620,52.3,NA,NA,NA,NA,NA,24.7873,1503,1088,NA,NA,NA,NA,NA,NA
3/1/1960,3123.2,NA,NA,NA,NA,NA,NA,64673,47.8,NA,NA,NA,NA,NA,24.5648,1109,955,NA,NA,NA,NA,NA,NA
4/1/1960,3111.3,NA,NA,NA,NA,NA,NA,65959,45.3,NA,NA,NA,NA,NA,24.3701,1289,1016,NA,NA,NA,NA,NA,NA
5/1/1960,3111.3,NA,NA,NA,NA,NA,NA,66057,42.6,NA,NA,NA,NA,NA,24.3422,1271,1052,NA,NA,NA,NA,NA,NA
6/1/1960,3111.3,NA,NA,NA,NA,NA,NA,66168,44.4,NA,NA,NA,NA,NA,24.0362,1247,958,NA,NA,NA,NA,NA,NA
7/1/1960,3119.1,NA,NA,NA,NA,NA,NA,65909,43.7,NA,NA,NA,NA,NA,23.9528,1197,999,NA,NA,NA,NA,NA,NA
8/1/1960,3119.1,NA,NA,NA,NA,NA,NA,65895,47.6,NA,NA,NA,NA,NA,23.9249,1344,994,NA,NA,NA,NA,NA,NA
9/1/1960,3119.1,NA,NA,NA,NA,NA,NA,66267,45.4,NA,NA,NA,NA,NA,23.6746,1097,984,NA,NA,NA,NA,NA,NA
10/1/1960,3081.3,NA,NA,NA,NA,NA,NA,65632,46,NA,NA,NA,NA,NA,23.6467,1246,972,NA,NA,NA,NA,NA,NA
11/1/1960,3081.3,NA,NA,NA,NA,NA,NA,66109,44.3,NA,NA,NA,NA,NA,23.3129,1246,979,NA,NA,NA,NA,NA,NA
12/1/1960,3081.3,NA,NA,NA,NA,NA,NA,65778,44.3,NA,NA,NA,NA,NA,22.8678,1063,951,NA,NA,NA,NA,NA,NA
1/1/1961,3102.3,NA,NA,NA,NA,NA,NA,65776,43.9,NA,NA,NA,NA,NA,22.8956,1183,969,NA,NA,NA,NA,NA,NA
2/1/1961,3102.3,NA,NA,NA,NA,NA,NA,65588,43.6,NA,NA,NA,NA,NA,22.8678,1226,961,NA,NA,NA,NA,NA,NA
3/1/1961,3102.3,NA,NA,NA,NA,NA,NA,65850,49.1,NA,NA,NA,NA,NA,23.0069,1312,1000,NA,NA,NA,NA,NA,NA
4/1/1961,3159.9,NA,NA,NA,NA,NA,NA,65374,57.6,NA,NA,NA,NA,NA,23.4798,1166,1002,NA,NA,NA,NA,NA,NA
5/1/1961,3159.9,NA,NA,NA,NA,NA,NA,65449,58.9,NA,NA,NA,NA,NA,23.8415,1228,1027,NA,NA,NA,NA,NA,NA
6/1/1961,3159.9,NA,NA,NA,NA,NA,NA,65993,58.1,NA,NA,NA,NA,NA,24.1753,1382,1070,NA,NA,NA,NA,NA,NA
7/1/1961,3212.6,NA,NA,NA,NA,NA,NA,65608,58.2,NA,NA,NA,NA,NA,24.4535,1335,1083,NA,NA,NA,NA,NA,NA
8/1/1961,3212.6,NA,NA,NA,NA,NA,NA,65852,60.7,NA,NA,NA,NA,NA,24.6761,1312,1159,NA,NA,NA,NA,NA,NA
9/1/1961,3212.6,NA,NA,NA,NA,NA,NA,65541,63,NA,NA,NA,NA,NA,24.6483,1429,1098,NA,NA,NA,NA,NA,NA
10/1/1961,3277.7,NA,NA,NA,NA,NA,NA,65919,62.2,NA,NA,NA,NA,NA,25.1212,1415,1123,NA,NA,NA,NA,NA,NA
11/1/1961,3277.7,NA,NA,NA,NA,NA,NA,66081,59,NA,NA,NA,NA,NA,25.5107,1385,1152,NA,NA,NA,NA,NA,NA
12/1/1961,3277.7,NA,NA,NA,NA,NA,NA,65900,64.2,NA,NA,NA,NA,NA,25.7332,1365,1161,NA,NA,NA,NA,NA,NA
1/1/1962,3336.8,NA,NA,NA,NA,NA,NA,66108,60.9,NA,NA,NA,NA,NA,25.5106,1361,1122,NA,NA,NA,NA,NA,NA
2/1/1962,3336.8,NA,NA,NA,NA,NA,NA,66538,61.1,NA,NA,NA,NA,NA,25.9279,1278,1194,NA,NA,NA,NA,NA,NA
3/1/1962,3336.8,NA,NA,NA,NA,NA,NA,66493,60.6,NA,NA,NA,NA,NA,26.0671,1443,1134,NA,NA,NA,NA,NA,NA
4/1/1962,3372.7,NA,NA,NA,NA,NA,NA,66372,55.1,NA,NA,NA,NA,NA,26.1227,1524,1235,NA,NA,NA,NA,NA,NA
5/1/1962,3372.7,NA,NA,NA,NA,NA,NA,66688,52.2,NA,NA,NA,NA,NA,26.0949,1483,1142,NA,NA,NA,NA,NA,NA
6/1/1962,3372.7,NA,NA,NA,NA,NA,NA,66670,50.8,NA,NA,NA,NA,NA,26.0392,1404,1154,NA,NA,NA,NA,NA,NA
7/1/1962,3404.8,NA,NA,NA,NA,NA,NA,66483,51,NA,NA,NA,NA,NA,26.2896,1450,1189,NA,NA,NA,NA,NA,NA
8/1/1962,3404.8,NA,NA,NA,NA,NA,NA,66968,49.5,NA,NA,NA,NA,NA,26.3174,1517,1200,NA,NA,NA,NA,NA,NA
9/1/1962,3404.8,NA,NA,NA,NA,NA,NA,67192,50,NA,NA,NA,NA,NA,26.4843,1324,1223,NA,NA,NA,NA,NA,NA
10/1/1962,3418,NA,NA,NA,NA,NA,NA,67114,51.2,NA,NA,NA,NA,NA,26.5122,1533,1181,NA,NA,NA,NA,NA,NA
11/1/1962,3418,NA,NA,NA,NA,NA,NA,66847,53.8,NA,NA,NA,NA,NA,26.6234,1622,1236,NA,NA,NA,NA,NA,NA
12/1/1962,3418,NA,NA,NA,NA,NA,NA,66947,57.2,NA,NA,NA,NA,NA,26.6234,1564,1236,NA,NA,NA,NA,NA,NA
1/1/1963,3456.1,NA,NA,591,NA,NA,NA,67072,55.2,NA,NA,NA,NA,NA,26.8182,1244,1248,NA,NA,NA,NA,NA,NA
2/1/1963,3456.1,NA,NA,464,NA,NA,NA,67024,55.1,NA,NA,NA,NA,NA,27.1242,1456,1212,NA,NA,NA,NA,NA,NA
3/1/1963,3456.1,NA,NA,461,NA,NA,NA,67351,54.7,NA,NA,NA,NA,NA,27.2911,1534,1258,NA,NA,NA,NA,NA,NA
4/1/1963,3501.1,NA,NA,605,NA,NA,NA,67642,57.6,NA,NA,NA,NA,NA,27.5415,1689,1288,NA,NA,NA,NA,NA,NA
5/1/1963,3501.1,NA,NA,586,NA,NA,NA,67615,59.8,NA,NA,NA,NA,NA,27.8753,1641,1350,NA,NA,NA,NA,NA,NA
6/1/1963,3501.1,NA,NA,526,NA,NA,NA,67649,58.2,NA,NA,NA,NA,NA,27.9588,1588,1345,NA,NA,NA,NA,NA,NA
7/1/1963,3569.5,NA,NA,665,NA,NA,NA,67905,55.5,NA,NA,NA,NA,NA,27.8475,1614,1321,NA,NA,NA,NA,NA,NA
8/1/1963,3569.5,NA,NA,570,NA,NA,NA,67908,55.1,NA,NA,NA,NA,NA,27.9031,1639,1310,NA,NA,NA,NA,NA,NA
9/1/1963,3569.5,NA,NA,590,NA,NA,NA,68174,56.9,NA,NA,NA,NA,NA,28.1813,1763,1413,NA,NA,NA,NA,NA,NA
10/1/1963,3595,NA,NA,567,NA,NA,NA,68294,57.7,NA,NA,NA,NA,NA,28.3761,1779,1414,NA,NA,NA,NA,NA,NA
11/1/1963,3595,NA,NA,579,NA,NA,NA,68267,57.5,NA,NA,NA,NA,NA,28.5152,1622,1357,NA,NA,NA,NA,NA,NA
12/1/1963,3595,NA,NA,514,NA,NA,NA,68213,54,NA,NA,NA,NA,NA,28.4595,1491,1423,NA,NA,NA,NA,NA,NA
1/1/1964,3672.7,NA,NA,549,NA,NA,NA,68327,57.1,NA,NA,NA,NA,NA,28.7099,1603,1296,72.931,NA,NA,NA,NA,NA
2/1/1964,3672.7,NA,NA,609,NA,NA,NA,68751,57.9,NA,NA,NA,NA,NA,28.9047,1820,1442,72.983,NA,NA,NA,NA,NA
3/1/1964,3672.7,NA,NA,562,NA,NA,NA,68763,60.2,NA,NA,NA,NA,NA,28.9047,1517,1313,75.194,NA,NA,NA,NA,NA
4/1/1964,3716.4,NA,NA,559,NA,NA,NA,69356,59.2,NA,NA,NA,NA,NA,29.3776,1448,1264,75.239,NA,NA,NA,NA,NA
5/1/1964,3716.4,NA,NA,523,NA,NA,NA,69631,58.7,NA,NA,NA,NA,NA,29.5445,1467,1299,73.838,NA,NA,NA,NA,NA
6/1/1964,3716.4,NA,NA,580,NA,NA,NA,69218,60.1,NA,NA,NA,NA,NA,29.628,1550,1280,75.218,NA,NA,NA,NA,NA
7/1/1964,3766.9,NA,NA,575,NA,NA,NA,69399,62.9,NA,NA,NA,NA,NA,29.8227,1562,1304,75.846,NA,NA,NA,NA,NA
8/1/1964,3766.9,NA,NA,582,NA,NA,NA,69463,63.3,NA,NA,NA,NA,NA,30.0174,1569,1306,75.486,NA,NA,NA,NA,NA
9/1/1964,3766.9,NA,NA,590,NA,NA,NA,69578,63.3,NA,NA,NA,NA,NA,30.1287,1455,1265,74.776,NA,NA,NA,NA,NA
10/1/1964,3780.2,NA,NA,583,NA,NA,NA,69582,60.7,NA,NA,NA,NA,NA,29.7114,1524,1230,75.561,NA,NA,NA,NA,NA
11/1/1964,3780.2,NA,NA,548,NA,NA,NA,69735,61.8,NA,NA,NA,NA,NA,30.6295,1486,1254,76.057,NA,NA,NA,NA,NA
12/1/1964,3780.2,NA,NA,540,NA,NA,NA,69814,62.4,NA,NA,NA,NA,NA,30.9911,1484,1164,77.184,NA,NA,NA,NA,NA
1/1/1965,3873.5,NA,NA,533,NA,NA,NA,69997,61,NA,NA,NA,NA,NA,31.325,1361,1264,76.201,NA,NA,NA,NA,NA
2/1/1965,3873.5,NA,NA,559,NA,NA,NA,70127,62.1,NA,NA,NA,NA,NA,31.5197,1433,1185,77.08,NA,NA,NA,NA,NA
3/1/1965,3873.5,NA,NA,556,NA,NA,NA,70439,64.9,NA,NA,NA,NA,NA,31.937,1423,1211,79.696,NA,NA,NA,NA,NA
4/1/1965,3926.4,NA,NA,555,NA,NA,NA,70633,62,NA,NA,NA,NA,NA,32.0761,1438,1162,79.017,NA,NA,NA,NA,NA
5/1/1965,3926.4,NA,NA,544,NA,NA,NA,71034,61.3,NA,NA,NA,NA,NA,32.3265,1478,1207,80.446,NA,NA,NA,NA,NA
6/1/1965,3926.4,NA,NA,614,NA,NA,NA,71025,58.7,NA,NA,NA,NA,NA,32.5769,1488,1241,81.848,NA,NA,NA,NA,NA
7/1/1965,4006.2,NA,NA,554,NA,NA,NA,71460,58.1,NA,NA,NA,NA,NA,32.8829,1529,1237,81.61,NA,NA,NA,NA,NA
8/1/1965,4006.2,NA,NA,615,NA,NA,NA,71362,58.1,NA,NA,NA,NA,NA,33.022,1432,1249,83.405,NA,NA,NA,NA,NA
9/1/1965,4006.2,NA,NA,587,NA,NA,NA,71286,61,NA,NA,NA,NA,NA,33.1054,1482,1227,83.536,NA,NA,NA,NA,NA
10/1/1965,4100.6,NA,NA,555,NA,NA,NA,71695,58.6,NA,NA,NA,NA,NA,33.4393,1452,1279,84.726,NA,NA,NA,NA,NA
11/1/1965,4100.6,NA,NA,616,NA,NA,NA,71724,59.4,NA,NA,NA,NA,NA,33.5784,1460,1306,85.847,NA,NA,NA,NA,NA
12/1/1965,4100.6,NA,NA,609,NA,NA,NA,72062,62.8,NA,NA,NA,NA,NA,33.9957,1656,1315,87.058,NA,NA,NA,NA,NA
1/1/1966,4201.9,NA,NA,599,NA,NA,NA,72198,65.8,NA,NA,NA,NA,NA,34.3295,1370,1325,86.178,NA,NA,NA,NA,NA
2/1/1966,4201.9,NA,NA,541,NA,NA,NA,72134,65.5,NA,NA,NA,NA,NA,34.5521,1378,1159,86.694,NA,NA,NA,NA,NA
3/1/1966,4201.9,NA,NA,557,NA,NA,NA,72188,65.7,NA,NA,NA,NA,NA,35.025,1394,1234,90.125,NA,NA,NA,NA,NA
4/1/1966,4219.1,NA,NA,545,NA,NA,NA,72510,64.2,NA,NA,NA,NA,NA,35.0806,1352,1145,87.755,NA,NA,NA,NA,NA
5/1/1966,4219.1,NA,NA,499,NA,NA,NA,72497,57.7,NA,NA,NA,NA,NA,35.4145,1265,1078,84.834,NA,NA,NA,NA,NA
6/1/1966,4219.1,NA,NA,434,NA,NA,NA,72775,59,NA,NA,NA,NA,NA,35.5814,1194,956,84.72,NA,NA,NA,NA,NA
7/1/1966,4249.2,NA,NA,435,NA,NA,NA,72860,60.3,NA,NA,NA,NA,NA,35.7761,1086,932,85.933,NA,NA,NA,NA,NA
8/1/1966,4249.2,NA,NA,377,NA,NA,NA,73146,58.5,NA,NA,NA,NA,NA,35.8039,1119,877,87.331,NA,NA,NA,NA,NA
9/1/1966,4249.2,NA,NA,358,NA,NA,NA,73258,58.7,NA,NA,NA,NA,NA,36.1378,1046,774,86.927,NA,NA,NA,NA,NA
10/1/1966,4285.6,NA,NA,387,NA,NA,NA,73401,57.2,NA,NA,NA,NA,NA,36.3881,843,739,84.32,NA,NA,NA,NA,NA
11/1/1966,4285.6,NA,NA,382,NA,NA,NA,73840,53.7,NA,NA,NA,NA,NA,36.1378,961,736,84.341,NA,NA,NA,NA,NA
12/1/1966,4285.6,NA,NA,369,NA,NA,NA,73729,52.4,NA,NA,NA,NA,NA,36.2212,990,743,83.285,NA,NA,NA,NA,NA
1/1/1967,4324.9,NA,NA,416,NA,NA,NA,73671,49.1,NA,NA,NA,NA,NA,36.3921,1067,995,84.31,NA,NA,NA,208,NA
2/1/1967,4324.9,134.3,NA,408,NA,NA,NA,73606,47.6,NA,50.6,NA,NA,NA,35.9794,1123,907,84.033,NA,NA,NA,229,NA
3/1/1967,4324.9,134.3,NA,439,NA,NA,NA,73439,45.3,NA,42.8,NA,NA,NA,35.7765,1056,955,84.702,NA,NA,NA,241,NA
4/1/1967,4328.7,140.7,NA,479,NA,NA,NA,73882,42.8,NA,41.7,NA,NA,NA,36.1139,1091,1035,84.831,NA,NA,NA,257,NA
5/1/1967,4328.7,140.7,NA,503,NA,NA,NA,73844,44.5,NA,42.4,NA,NA,NA,35.7989,1304,1076,85.954,NA,NA,NA,254,NA
6/1/1967,4328.7,134,NA,499,NA,NA,NA,74278,46.8,NA,43.2,NA,NA,NA,35.7944,1248,1169,86.047,NA,NA,NA,238,NA
7/1/1967,4366.1,134,NA,515,NA,NA,NA,74520,49.5,NA,46.3,NA,NA,NA,35.7129,1364,1177,86.912,NA,NA,NA,240,NA
8/1/1967,4366.1,130.1,NA,504,NA,NA,NA,74767,52.2,NA,47.5,NA,NA,NA,36.3971,1407,1229,87.142,NA,NA,NA,202,NA
9/1/1967,4366.1,130.1,NA,531,NA,NA,NA,74854,54.9,NA,48.7,NA,NA,NA,36.338,1421,1279,87.792,NA,NA,NA,231,NA
10/1/1967,4401.2,134.5,NA,566,NA,NA,NA,75051,54.1,NA,50.4,NA,NA,NA,36.634,1491,1280,89.505,NA,NA,NA,231,NA
11/1/1967,4401.2,134.5,NA,500,NA,NA,NA,75125,54.2,NA,52.9,NA,NA,NA,37.1579,1538,1297,91.63,NA,NA,NA,214,NA
12/1/1967,4401.2,136.1,NA,502,NA,NA,NA,75473,55.6,NA,50.7,NA,NA,NA,37.5581,1308,1315,93.289,NA,NA,NA,221,NA
1/1/1968,4490.6,136.1,NA,494,1420,NA,NA,74700,56.6,NA,54.5,NA,NA,NA,37.5177,1380,1179,93.422,NA,NA,NA,222,NA
2/1/1968,4490.6,137.9,NA,543,1500,NA,NA,75229,55,NA,51.2,NA,NA,NA,37.6521,1520,1342,94.031,NA,NA,NA,210,NA
3/1/1968,4490.6,137.9,NA,490,1550,NA,NA,75379,53.8,NA,49.3,NA,NA,NA,37.7696,1466,1370,96.243,NA,NA,NA,204,NA
4/1/1968,4566.4,136.6,NA,501,1470,NA,NA,75561,58,NA,53.2,NA,NA,NA,37.8243,1554,1286,97.017,NA,NA,NA,191,NA
5/1/1968,4566.4,136.6,NA,441,1510,NA,NA,76107,55.3,NA,55.3,32.1,NA,NA,38.2486,1408,1297,97.09,NA,NA,NA,194,NA
6/1/1968,4566.4,130.7,NA,441,1520,NA,NA,76182,53.5,NA,53.6,18.2,NA,NA,38.3891,1405,1300,94.496,NA,NA,NA,192,NA
7/1/1968,4599.3,130.7,NA,493,1540,NA,NA,76087,54.1,NA,56.2,33.4,NA,NA,38.3302,1512,1344,94.363,NA,NA,NA,214,NA
8/1/1968,4599.3,131.3,NA,507,1550,NA,NA,76043,52.7,NA,53,-3.8,NA,NA,38.4372,1495,1357,96.73,NA,NA,NA,218,NA
9/1/1968,4599.3,131.3,NA,501,1660,NA,NA,76172,51.8,NA,56.8,9.5,NA,NA,38.5828,1556,1464,98.085,NA,NA,NA,189,NA
10/1/1968,4619.8,142.3,NA,502,1710,NA,NA,76224,55.8,NA,58.7,6.8,NA,NA,38.6594,1569,1421,100.221,NA,NA,NA,186,NA
11/1/1968,4619.8,142.3,NA,469,1660,NA,NA,76494,58.1,NA,59.1,13.2,NA,NA,39.1594,1630,1436,101.662,NA,NA,NA,183,NA
12/1/1968,4619.8,137.9,NA,511,1710,NA,NA,76778,56.1,NA,61.7,23.1,NA,NA,39.2831,1548,1389,99.78,NA,NA,NA,188,NA
1/1/1969,4691.6,137.9,NA,480,1630,NA,NA,76805,54.9,NA,62.5,-11.3,NA,NA,39.5208,1769,1459,102.703,NA,NA,NA,191,NA
2/1/1969,4691.6,138.2,NA,524,1680,NA,NA,77327,57,NA,62.1,16.9,NA,NA,39.7737,1705,1495,101.648,NA,NA,NA,197,NA
3/1/1969,4691.6,138.2,NA,474,1620,NA,NA,77367,57.1,NA,64,28,NA,NA,40.0856,1561,1438,105.454,NA,NA,NA,191,NA
4/1/1969,4706.7,136.6,NA,450,1620,NA,NA,77523,55.2,NA,63.5,18.2,NA,NA,39.938,1524,1441,105.532,NA,NA,NA,190,NA
5/1/1969,4706.7,136.6,NA,447,1630,NA,NA,77412,56.7,NA,57.6,12.6,NA,NA,39.7871,1583,1328,106.231,NA,NA,NA,183,NA
6/1/1969,4706.7,137.9,NA,461,1590,NA,NA,77880,55.5,NA,57.6,18.4,NA,NA,40.1758,1528,1349,105.789,NA,NA,NA,192,NA
7/1/1969,4736.1,137.9,NA,436,1540,NA,NA,77959,53.1,NA,54.3,-0.6,NA,NA,40.3879,1368,1278,107.3,NA,NA,NA,210,NA
8/1/1969,4736.1,131.7,NA,422,1540,NA,NA,78250,54.8,NA,56.8,8.2,NA,NA,40.4807,1358,1317,105.659,NA,NA,NA,203,NA
9/1/1969,4736.1,131.7,NA,396,1560,NA,NA,78250,54.1,NA,52.4,-1.6,NA,NA,40.4716,1507,1263,107.54,NA,NA,NA,182,NA
10/1/1969,4715.5,126.8,NA,401,1570,NA,NA,78445,54.6,NA,52,12.1,NA,NA,40.4835,1381,1216,104.59,NA,NA,NA,200,NA
11/1/1969,4715.5,126.8,NA,441,1540,NA,NA,78541,53.2,NA,56.9,-3.4,NA,NA,40.1019,1229,1191,103.868,NA,NA,NA,211,NA
12/1/1969,4715.5,126,NA,452,1600,NA,NA,78740,52,NA,50.3,-8.2,NA,NA,39.9942,1327,1155,101.331,NA,NA,NA,202,NA
1/1/1970,4707.1,126,NA,461,1530,NA,NA,78780,48.7,NA,44.7,-13.2,NA,NA,39.2536,1085,1062,101.018,NA,NA,NA,242,NA
2/1/1970,4707.1,101.7,NA,373,1460,NA,NA,78698,47.4,NA,43.2,-18.1,NA,NA,39.2278,1305,1118,102.616,NA,NA,NA,256,NA
